_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
386,Roads and bridges,Transportation,Niagara,Bridge rehabilitation,Under construction,2022,"Rehabilitate the bridges at CNR/Conrail overhead,  Frenchman's Creek and QEW ramps at Gilmore Rd",,Niagara,Central,,,QEW,42597000,,Yes,,,,42.937854,-78.988533
387,Roads and bridges,Transportation,Niagara,"Hwy 405 to east end of Garden City Skyway, Glendale Ave., St. Catharines",Under construction,Sep-23,Bridge replacement and resurfacing from Hwy 405 to Garden City Skyway,"Bridge replacement, Resurfacing",Niagara,Central,,,QEW,0,,Yes,,,,43.15711,-79.16452
388,Roads and bridges,Transportation,Niagara,"Hwy 406, Westchester Ave., Twelve Mile Creek, Phase 1, St. Catharines",Complete,Apr-21,Bridge rehabilitation of Westchester Ave and Twelve Mile Creek,Bridge rehabilitation,Niagara,Central,,,Highway 406,0,,Yes,,,,43.155687,-79.254063
389,Roads and bridges,Transportation,Niagara,"Geneva St., Fourth Ave., Dick's Creek, Phase 2, St. Catharines",Under construction,2022,"Bridge rehabilitation, Culvert rehabilitation",,Niagara,Central,,,,0,,Yes,,,,43.15741078,-79.25971049
390,Roads and bridges,Transportation,Niagara Falls,QEW Bridge Rehabilitation,Complete,Aug-18,"Rehabilitation of 9 bridges and 1 intersection improvement on QEW/Central Ave., CNR overhead structure, Thompson Rd., Ridgemount Rd., and McLeod Rd., Fort Erie and Niagara Falls",,Niagara,Central,,,QEW,16932000,,Yes,,,,43.045392,-79.121485
391,Roads and bridges,Transportation,Nipigon,Expanding Highway 11/17 to 4 lanes,Complete,Nov-20,Expansion to 4 lanes between Red Rock Road 9 and Stillwater Creek,,Thunder Bay,Northwest,,,Hwy 11/17 Thunder Bay to Nipigon Corridor,84880000,,Yes,,,,,
392,Roads and bridges,Transportation,Nipigon,Expanding Highway 11/17 to 4 lanes,Complete,Jun-20,Expansion to 4 lanes between Nipigon River Bridge and approaches,,Thunder Bay,Northwest,,,Hwy 11/17 Thunder Bay to Nipigon Corridor,106449000,,Yes,,,,,
393,Roads and bridges,Transportation,Nipigon,Highway 17 Ozone Creek Culvert Replacement,Complete,Dec-16,Highway culvert replacement near Ozone Creek,Replacing culvert on Highway 17 near Ozone Creek ,Thunder Bay,Northwest,,,Hwy 17,2186000,,Yes,,,,49.014238,-88.267298
394,Roads and bridges,Transportation,Nipigon,Replacing the Gravel River Bridge on Highway 17,Complete,Dec-15,Replacing the Gravel River Bridge on Highway 17,Replacing bridge at Gravel River on Highway 17,Thunder Bay,Northwest,,,Hwy 11,6597000,,Yes,,,,49.014238,-88.267298
395,Roads and bridges,Transportation,Nipissing District,"Hwy 127 from Hwy 60 southerly, Whitney southerly",Under construction,Oct-23,Resurfacing/Fully paved shoulders of Hwy 127 from Hwy 60 southerly to Hasting/Nipissing Boundary,"Resurfacing, Paved Shoulders",Parry Sound,Northeast,,,Highway 127,0,,Yes,,,,45.34063646,-78.05565221
396,Roads and bridges,Transportation,Nipissing District,"Hwy 654, Bear Creek Bridge, Lakeshore Dr. underpass, south of North Bay",Complete,Nov-21,Bridge rehabilitation of Bear Creek Bridge and Lakeshore Dr.,Bridge rehabilitation,Parry Sound,Northeast,,,Highway 654,0,,Yes,,,,46.26496,-79.39175
397,Roads and bridges,Transportation,Nipissing District,"North of Hwy 533 northerly to Ontario/Quebec border, Eldee",Under construction,2022,"Bridge rehabilitation, Culvert rehabilitation, Resurfacing",,Parry Sound,Northeast,,,,0,,Yes,,,,46.55098039,-79.16058764
398,Roads and bridges,Transportation,Norfolk County,Queensway West Resurfacing,Complete,Mar-18,Resurfacing of Queensway West,,Haldimand-Norfolk,Southwest,,,Highway 3,0,,Yes,,,,42.843889,-80.319444
399,Roads and bridges,Transportation,Norfolk County,King Street Reconstruction ,Complete,Mar-20,Reconstruction of King Street (Highway 3) in Delhi from Mill Street to James Street,,Haldimand-Norfolk,Southwest,,,Highway 3,1254700,,Yes,,,,42.855515,-80.497454
400,Roads and bridges,Transportation,Norfolk County,Road reconstruction,Planning,2022,Reconstruct James Street from King Street to Argyle Avenue,,Haldimand-Norfolk,Southwest,,,Highway 3,1336500,,Yes,,,,42.854314,-80.493982
401,Roads and bridges,Transportation,Norfolk County,Bridge replacement,Planning,2022,Replace the Queensway East bridge over the Lynn River,,Haldimand-Norfolk,Southwest,,,Highway 3,3000000,,Yes,,,,42.8466,-80.304722
402,Roads and bridges,Transportation,North Bay,Replacing the Duchesnay Creek Bridge on Highway 11,Complete,Dec-16,Replacing the Duchesnay Creek Bridge on Highway 11,Replacing bridge at Duchesnay Creek on Highway 11,Nipissing,Northeast,,,Hwy 11,7997712,,Yes,,,,46.351507,-79.390039
403,Roads and bridges,Transportation,North Bay,Trout Lake Road Rehabilitation,Complete,Nov-17,Road reconstruction and bridge repair on Trout Lake Road,,Nipissing,Northeast,,,Highway 63,0,,Yes,,,https://www.cityofnorthbay.ca/cityhall/department/engineering/capital-works/trout-lake-road-overpass-bridge-rehabilitation-3415rd/,,
404,Roads and bridges,Transportation,North Bay,Reconstruction and Resurfacing of Trout Lake Road ,Under construction,2023,,,Nipissing,Northeast,,,63,3000000,,Yes,,,,46.329,-79.412
405,Roads and bridges,Transportation,North Glengarry,Hwy 417 resurfacing ,Under construction,2019,Resurfacing on 13.2 km from County Rd. 23 to Dalkeith Rd. Interchange improvements at Hwy 417/Hwy 34 and a culvert rehabilitation.,,"Stormont, Dundas and Glengarry",East,,,,20349000,,Yes,,,,45.467624,-74.680063
406,Roads and bridges,Transportation,Ottawa,Highway 417 Widening ,Complete,Jun-21,Expansion to 8 lanes between Maitland Avenue and Island Park Drive,,Ottawa,East,,,Highway 417,58850000,,Yes,Yes,,,,
407,Roads and bridges,Transportation,Ottawa,Widening Highway 417 Between Nicholas Street and Ottawa Road 174,Complete,Dec-15,,,Ottawa,East,,,Highway 417,0,,Yes,,,,,
408,Roads and bridges,Transportation,Owen Sound,10th Street Bridge Replacement,Under construction,2021,Replace the 10th Street Bridge from the intersection of 10th St East and 2nd Ave East to the intersection of 10th St. W and 2nd Ave West,,Grey,Southwest,,,Highway 21/6,3000000,,Yes,,,,44.567606,-80.944258
409,Roads and bridges,Transportation,Owen Sound,Road rehabilitation,Planning,2021,Rehabilitate 16th Street East from 9th Avenue East to 18th Avenue East,,Grey,Southwest,,,Highway 26,933427,,Yes,,,,44.58,-80.92
410,Roads and bridges,Transportation,Oxford County,"Hwy 403 from Hwy 401 to west of West Quarter Townline Rd., County of Brant",Planning,Nov-24,"Reconstruction of Hwy 403 from Hwy 401 to West Quarter Townline Rd., bridge rehabilitation of Kenny Creek Bridge, Township Rd. and County Rd. 14","Reconstruction, Bridge rehabilitation",Oxford,Southwest,,,Highway 403,0,,Yes,,,,43.13634871,-80.5586518
411,Roads and bridges,Transportation,Parry Sound District,Expanding Highway 522  to 4 lanes. ,Complete,Aug-16,Expand Highway 522 to 4 lanes for 14.8 km to French River,,Parry Sound,Northeast,,,Hwy 69,61338000,,Yes,,,,45.983355,-80.570431
412,Roads and bridges,Transportation,Parry Sound District,"Hwy 124 from Hwy 400 easterly, Parry Sound to McKellar",Under construction,2022,Resurfacing/paved shoulders of Hwy 124 from Hwy 400 to McKellar Centre Rd. and rehabililation of Harris Creek Culvert ,"Culvert rehabilitation, Resurfacing, Paved shoulders",Parry Sound,Northeast,,,Highway 124,0,,Yes,,,,45.38196643,-80.04095232
413,Roads and bridges,Transportation,Parry Sound District,Hwy 518 from Hwy 400 easterly to west of Orrville,Complete,Jun-22,"Resurfacing/Fully paved shoulders  of Hwy 518 from Hwy 400 to Tally Ho Swords Rd., Culvert replacement of Bear Creek culvert","Culvert replacement, Resurfacing, Paved shoulders ",Parry Sound,Northeast,,,Highway 518,0,,Yes,,,,45.37537036,-79.81388761
414,Roads and bridges,Transportation,Parry Sound District,"Hwy 11 from North of Station Rd. northerly to north of Hwy 518 interchange, Scotia",Complete,Sep-21,Resurfacing on Hwy 11 from Station Rd. to Hwy 518 interchange,Resurfacing,Parry Sound,Northeast,,,Highway 11,0,,Yes,,,,45.50129554,-79.29695849
415,Roads and bridges,Transportation,Pays Plat First Nation,Pays Plat River and Pays Plat Creek Highway 17 Bridge Replacements,Complete,Jun-17,Pays Plat River and Pays Plat Creek Highway 17 bridge replacements,Replacing bridges on Highway 17 at Pays Plat River and Pays Plat Creek,Thunder Bay,Northwest,,,Hwy 17,14247924,,Yes,,,,48.877492,-87.584297
416,Roads and bridges,Transportation,Peel,Highway 401/427 resurfacing,Complete,Nov-21,"Resurface various Hwy 401/427 bridges at  Renforth Dr., Carlingview Dr. and Eglinton Ave",,Peel,Central,,,Hwy 401,20743000,,Yes,,,,43.6688175,-79.591232
417,Roads and bridges,Transportation,Peel,Bridge widening,Under construction,2022,Wident the bridges and improve the interchange from Courtneypark Dr. to Queen St.,,Peel,Central,,,Hwy 410,40679000,,Yes,,,,43.6519169,-79.6774414
418,Roads and bridges,Transportation,Peel,"QEW/Credit River Bridge, Mississauga",Under construction,Jul-26,New bridge at QEW/Credit River Bridge and rehabilitation of QEW/Credit River Bridge,"New bridge, Bridge rehabilitation, Resurfacing, Interchange improvements",Peel,Central,,,QEW,0,,Yes,,,,43.5567289,-79.6099704
419,Roads and bridges,Transportation,Pembroke,Paul Martin Drive Reconstruction,Complete,To Be Determined,Reconstruct 1.7 kms of Paul Martin Drive from International Drive to Town Line Road and repairs to the Olympic Bridge on Highway 41,,Renfrew,East,,,Highway 41,0,,Yes,,,,,
420,Roads and bridges,Transportation,Pembroke,Resurfacing of Pembroke Street East and Mackay Street,Complete,Mar-19,Resurface 1.43 kms of Pembroke Street East from Mackay Street to Howard Street and 0.6 km of Mackay Street from Dickson Street to Pembroke Street East including drainage improvements,,Renfrew,East,,,Highway 41/148,0,,Yes,,,,45.828121,-77.099266
421,Roads and bridges,Transportation,Pembroke,Street resurfacing,Complete,Mar-20,Resurface Pembroke Street East and Mackay Street,,Renfrew,East,,,Highway 41,387941,,Yes,,,https://www.news.ontario.ca/mto/en/2019/07/connecting-links-funding-by-municipality-3.html,45.823039,-77.10985
422,Roads and bridges,Transportation,Pembroke,"Replacement of Traffic Control Signals and Pedestrian Crossing Devices (Pembroke St., East, River Rd and Paul Martin Dr)",Complete,Mar-21,,,Renfrew,East,,,41/148,1318765,,Yes,,,,45.820261,-77.1105
423,Roads and bridges,Transportation,Peterborough,"Hwy 7, CNR overhead, Pkwy Queensway interchange, Bensfort Rd., Ashburnham Dr. and Otonabee River, Peterborough",Under construction,2022,"Bridge rehabilitation of CNR overhead, Pkwy Queensway, Bensfort Rd., Ashburnham Dr. and Otonabee River ",5 bridge rehabilitations,Peterborough,East,,,Highway 7,0,,Yes,,,,44.28539786,-78.29180445
424,Roads and bridges,Transportation,Pickle Lake,Central Patricia northerly including the Badesdawa River Bridge,Complete,Aug-20,Reconstruction and bridge replacement,,Kenora,Northwest,,,Hwy. 808,23969713,,Yes,,,,51.48392513,-90.1588901
425,Roads and bridges,Transportation,Powassan,Rehabilitating Highway 11 South of the Highway 534 Interchange,Complete,Oct-17,Highway rehabilitation south of the Highway 534 interchange,Rehabilitating Highway 11 south of Highway 534,Parry Sound,Northeast,,,Hwy 11,18940000,,Yes,,,,,
426,Roads and bridges,Transportation,Prescott and Russell,"Casselman to east of Hwy 138, Glengarry Prescott Russell",Under construction,2022,"Reconstruction, Culvert replacement, Culvert rehabilitation",,Prescott and Russell,East,,,,0,,Yes,,,,45.3041018,-75.09913105
427,Roads and bridges,Transportation,Prince Edward County,Pedestrian and Road Safety Improvements at Highway 33 Intersection,Under construction,2023,,,Prince Edward,East,,,33,266848,,Yes,,,,44.008727,-77.139111
428,Roads and bridges,Transportation,Rainy River,Atwood Avenue Rehabilitation,Complete,Mar-20,Reconstruct and resurface Atwood Avenue ,,Rainy River,Northwest,,,Highway 11,2697350,,Yes,,,,48.722151,-94.564435
429,Roads and bridges,Transportation,Rainy River District,"Atikokan River and Anderson Dam Bridges, 1 and 16 km north of Hwy 11B, Atikokan",Complete,Sep-21,Bridge rehabilitation,,Rainy River,Northwest,,,,0,,Yes,,,,48.756448,-91.593196
430,Roads and bridges,Transportation,Rainy River District,"Hwy 11 northerly to Finland, Chapple",Under construction,2022,"Resurfacing, Paved shoulders, Safety improvements",,Rainy River,Northwest,,,,0,,Yes,,,,48.6433356,-93.9159475
431,Roads and bridges,Transportation,Rainy River District,"Windy Point Bridge, 11 km west of Hwy 502, east of Fort Frances",Under construction,2022,Bridge rehabilitation,,Rainy River,Northwest,,,,0,,Yes,,,,48.68803997,-93.19124904
432,Roads and bridges,Transportation,Red Rock,Replacing the Big Trout Creek Culvert on Highway 628,Complete,Dec-15,Replacing the Big Trout Creek culvert,Replacing culvert on Highway 628 at Big Trout Creek,Thunder Bay,Northwest,,,Hwy 628,1857800,,Yes,,,,48.944909,-88.25939
433,Roads and bridges,Transportation,Renfrew,Raglan Street Reconstruction,Complete,Mar-19,Reconstruction of Raglan Street from Hall Avenue to the Bonnechere River Valley Bridge,,Renfrew,East,,,Highway 60,0,,Yes,,,,45.473407,-76.685983
434,Roads and bridges,Transportation,Renfrew,Stewart Street Reconstruction,Complete,Mar-19,Detailed design for the reconstruction of 750 m of Highway 60 (Stewart Street) from County Road 20 to the north-west town limit,,Renfrew,East,,,Highway 60,0,,Yes,,,,45.479939,-76.698697
435,Roads and bridges,Transportation,Renfrew,"Hwy 17, Calabogie Rd., Renfrew",Under construction,Dec-23,Interesection improvements on Hwy 17 at County Rd. 508/County Rd. 54 (Calabogie Rd.),intersection improvements,Renfrew,East,,,Highway 17,0,,Yes,,,,45.4400585,-76.5065267
436,Roads and bridges,Transportation,Renfrew County,"Hwy 41 from Griffith to Eganville, County of Renfrew",Under construction,2022,Resurfacing from Griffith to Eganville,Resurfacing,Renfrew,East,,,Highway 41,0,,Yes,,,,45.24233312,-77.1776783
437,Roads and bridges,Transportation,Renfrew County,"Wilno to Golden Lake, Renfrew",Under construction,2022,"Resurfacing, Culvert replacement, Culvert rehabilitation",,Renfrew,East,,,,0,,Yes,,,,45.5696807,-77.1254121
438,Roads and bridges,Transportation,Renfrew County,Reconstruction of Stewart Street ,Complete,Mar-22,,,Renfrew,East,,,60,3000000,,Yes,,,,45.479939,-76.698697
439,Roads and bridges,Transportation,Renfrew County,Reconstruction of O’Brien Road (Highway 60) - Gillan Road to Mask Road,Under construction,2023,,,Renfrew,East,,,60,3000000,,Yes,,,,45.474694,-76.659861
440,Roads and bridges,Transportation,Saugeen Shores,Culvert extension,Planning,2021,Extend the Railway Street box culvert ,,Bruce,Southwest,,,Highway 21,315380,,Yes,,,,44.484196,-81.37524
441,Roads and bridges,Transportation,Saugeen Shores,Intersection Improvements at Ivings Drive and Goderich Street,Complete,Mar-22,,,Bruce,Southwest,,,21,442991,,Yes,,,,44.426035,-81.396906
442,Roads and bridges,Transportation,Saugeen Shores,Railway Street Box Culvert Extension,Complete,Mar-22,,,Bruce,Southwest,,,21,465321,,Yes,,,,44.484196,-81.37524
443,Roads and bridges,Transportation,Sault Ste. Marie,Second Line Resurfacing,Complete,Mar-18,Resurfacing of two sections of Second Line,,Algoma,Northeast,,,Highway 550/17,0,,Yes,,,,46.5384,-84.3189
444,Roads and bridges,Transportation,Sault Ste. Marie,Road improvement,Planning,2021,Improve Black Road,,Algoma,Northeast,,,Highway 17,3000000,,Yes,,,,46.5306,-84.2877
445,Roads and bridges,Transportation,Sault Ste. Marie,Resurfacing of Trunk Road ,Complete,Mar-21,,,Algoma,Northeast,,,17,3000000,,Yes,,,,46.535979,-84.241854
446,Roads and bridges,Transportation,Shelburne,Resurfacing of Main Street East,Complete,Mar-22,,,Dufferin,Central,,,10/1/1989,491609,,Yes,,,,44.079543,-80.198515
447,Roads and bridges,Transportation,Shuniah,"Truck inspection station, 8 km east of Hwy 527, Shuniah",Under construction,Nov-23,"Commercial vehicle inspection facility, Truck lay-by",,Thunder Bay,Northwest,,,,0,,Yes,,,,48.513056,-89.031346
448,Roads and bridges,Transportation,Simcoe County,Highway 400 Bridge Rehabilitation,Complete,Dec-21,Rehabilitation of the bridge at Highway 400/Willow Creek,,Simcoe,Central,,,Highway 400,20398000,,Yes,,,,44.42453273,-79.65270161
449,Roads and bridges,Transportation,Simcoe County,"Hwy 89, Cookstown, Innisfil",Under construction,2022,Bridge replacement on Hwy 89 in Cookstown,1 bridge replacement,Simcoe,Central,,,Highway 89,0,,Yes,,,,44.20032985,-79.65473408
450,Roads and bridges,Transportation,Simcoe County,"Hwy 400, Various locations, York, Durham, Simcoe",Complete,Sep-21,"Culvert replacements at various location in York, Durham and Simcoe Counties",Culvert replacement,Simcoe,Central,,,Highway 400,0,,Yes,,,,44.47676924,-79.69563133
451,Roads and bridges,Transportation,Simcoe County,"Triple Bay Rd. and Rumney Rd., Township of Tay, Simcoe County",Under construction,2022,Traffic signals,,Simcoe,Central,,,,0,,Yes,,,,44.72857541,-79.80506953
452,Roads and bridges,Transportation,Simcoe County,"Hanmer St. to Simcoe Rd. 27, Springwater",Under construction,2022,"Resurfacing, Centre turn lane",,Simcoe,Central,,,,0,,Yes,,,,44.42134794,-79.71796129
453,Roads and bridges,Transportation,Sioux Lookout,Replacing the Pelican River Bridge on Highway 72,Complete,Dec-15,Replacing the Pelican River Bridge on Highway 72,Replacing bridge at Pelican River on Highway 72,Kenora,Northwest,,,Hwy 72,6859000,,Yes,,,,50.06978,-92.031733
454,Roads and bridges,Transportation,Sioux Narrows-Nestor Falls,Highway 71 Resurfacing,Complete,Oct-17,Highway resurfacing,Resurfacing Highway 71,Kenora,Northwest,,,Hwy 71,5817109,,Yes,,,,,
455,Roads and bridges,Transportation,Smiths Falls,Resurfacing Lombard Street,Complete,To Be Determined,Resurfacing of 1.7 kms of Lombard Street from Ferrara drive southerly on the town’s Highway 15 connecting link,,Lanark,East,,,Highway 15,0,,Yes,,,,,
456,Roads and bridges,Transportation,Smiths Falls,Beckwith Street Rehabilitation,Complete,Mar-19,Beckwith Street structure rehabilitations,,Lanark,East,,,Highway 15,0,,Yes,,,,44.89707,-76.020341
457,Roads and bridges,Transportation,Smiths Falls,Beckwith Street reconstruction,Planning,2021,Reconstruct Beckwith Street from Chambers St. to Russell St.,,Lanark,East,,,Highway 15,2100429,,Yes,,,https://www.news.ontario.ca/mto/en/2019/07/connecting-links-funding-by-municipality-3.html,44.900074,-76.021256
458,Roads and bridges,Transportation,Smiths Falls,Detailed Design for Beckwith Street Phase 2 Reconstruction (Russell St. to Elmsley St.),Complete,Mar-21,,,Lanark,East,,,15,98178,,Yes,,,,44.902459,-76.021541
459,Roads and bridges,Transportation,Smiths Falls,Beckwith Street Renewal (Phase 2) - Russell Street to Elmsley Street,Under construction,2023,,,Lanark,East,,,15,1895368,,Yes,,,,44.90245,-76.02156
460,Roads and bridges,Transportation,South Bruce,Elora Street South Resurfacing ,Complete,Mar-19,Resurface road from Elora Street South to Vincent Street,,Bruce,Southwest,,,Highway 9,0,,Yes,,,,44.037978,-81.110774
461,Roads and bridges,Transportation,South Bruce,Road reconstruction,Planning,2022,Reconstruct  Berford Street from Mary Street to Division Street,,Bruce,Southwest,,,Highway 6,3000000,,Yes,,,,44.742234,-81.140836
462,Roads and bridges,Transportation,"Stormont, Dundas and Glengarry","Carman Rd. to Upper Canada Rd., United Counties of Stormont, Dundas and Glengarry",Under construction,2023,"Resurfacing, Culvert rehabilitation, Culvert replacement",,"Stormont, Dundas and Glengarry",East,,,,0,,Yes,,,,44.917106,-75.197659
463,Roads and bridges,Transportation,Stratford,Erie Street Resurfacing,Complete,Apr-18,Resurfacing of Erie Street,,Perth,Southwest,,,Highway 7,0,,Yes,,,,43.348165,-81.002476
464,Roads and bridges,Transportation,Stratford,Reconstruction of Huron Street ,Under construction,2023,,,Perth,Southwest,,,8,3000000,,Yes,,,,43.375953,-80.992298
465,Roads and bridges,Transportation,Sudbury,"Hwy 535 from North of Hwy 64 northerly, north of Noelville",Under construction,2022,"Resurfacing/Fully paved shoulders of Hwy 535 from Noelville northerly 6.1km, culvert rehabilitation of Murdock River Culvert ","Culvert rehabilitation, Resurfacing",Sudbury,Northeast,,,Highway 535,0,,Yes,,,,46.15155027,-80.43177959
466,Roads and bridges,Transportation,Temagami,Highway 11 Resurfacing,Complete,Dec-16,Highway resurfacing,Resurfacing Highway 11,Nipissing,Northeast,,,Hwy 11,9068713,,Yes,,,,,
467,Roads and bridges,Transportation,Thorold,Expanding Highway 406 to 4 Lanes Between Port Robinson Road and East Main Street,Complete,Dec-15,Expansion to 4 lanes between Port Robinson Road and East Main Street,,Niagara,Central,,,Highway 406,0,,Yes,,,,,
468,Roads and bridges,Transportation,Thorold,Highway 58/406 Bridge Repairs ,Complete,Jun-20,Rehabilitation of 12 bridges on Highway 58/406,,Niagara,Central,,,Highway 406,29128000,,Yes,,,,43.118844,-79.233539
469,Roads and bridges,Transportation,Thunder Bay,Expanding Highway 11/17 to 4 Lanes,Complete,Sep-17,Expansion to 4 lanes between Birch Beach to Hwy 587  (Pass Lake),Expanding Highway 11/17 to 4 lanes between Birch Beach to Highway 587,Thunder Bay,Northwest,,,Hwy 11/17 Thunder Bay to Nipigon Corridor,32729000,,Yes,,,,,
470,Roads and bridges,Transportation,Thunder Bay,Highway 17 Repaving,Complete,Dec-15,Highway repaving,Repaving Highway 17,Thunder Bay,Northwest,,,Hwy 17,6626106,,Yes,,,,48.38098,-89.247604
471,Roads and bridges,Transportation,Thunder Bay,Replacing the Pine River Bridge on Highway 61,Complete,Dec-15,Replacing the Pine River Bridge on Highway 61,Replacing bridge on Highway 61 at Pine River,Thunder Bay,Northwest,,,Hwy 61,4436236,,Yes,,,,48.412143,-89.267799
472,Roads and bridges,Transportation,Thunder Bay District,Expanding Coughlin Road to 4 lanes,Planning,Sep-26,Expand Coughlin Road to 4 lanes for 6.5 km from west of Black Sturgeon River Bridge to Highway 582,,Thunder Bay,Northwest,,,Hwy 11/17 Thunder Bay to Nipigon Corridor,0,,Yes,Yes,,,,
473,Roads and bridges,Transportation,Thunder Bay District,Resurfacing Highway 17 ,Complete,Sep-20,Resurfacing Highway 17 on 17.2 km from Gravel River to Pays Plant and construction of a new truck climbing lane,,Thunder Bay,Northwest,,,Hwy 17,20164081,,Yes,,,,48.88147679,-87.57397344
474,Roads and bridges,Transportation,Thunder Bay District,"North Pagwachuan River Bridge, 62 km east of Hwy 625, east of Longlac",Complete,Sep-21,Bridge rehabilitation,,Thunder Bay,Northwest,,,,0,,Yes,,,,49.772,-85.4722
475,Roads and bridges,Transportation,Thunder Bay District,"White River Bridge at Bremner, 18 km west of Hwy 631, west of White River",Under construction,2022,Bridge replacement,,Thunder Bay,Northwest,,,,0,,Yes,,,,48.666961,-85.46552
476,Roads and bridges,Transportation,Thunder Bay District,"Nissiamkikan Creek Culverts, 14 km west of Jellicoe, Greenstone",Complete,Oct-21,Culvert replacement,,Thunder Bay,Northwest,,,,0,,Yes,,,,49.6693,-87.7126
477,Roads and bridges,Transportation,Tillsonburg,Broadway Street Rehabilitation,Complete,Mar-19,Resurface 1.036 kms of Broadway St from northern town limits to the approach lanes for North St intersection,,Oxford,Southwest,,,Highway 19,0,,Yes,,,,42.882737,-80.750596
478,Roads and bridges,Transportation,Tillsonburg,Road reconstuction,Planning,2021,Reconstruct Oxford Street and Simcoe Street from Broadway Street to Vienna Road.,,Oxford,Southwest,,,Highway 19,1578461,,Yes,,,,42.860074,-80.721539
479,Roads and bridges,Transportation,Tillsonburg,Rehabilitation of Vienna Road ,Under construction,2023,,,Oxford,Southwest,,,19,1729760,,Yes,,,,42.854685,-80.719872
480,Roads and bridges,Transportation,Timiskaming District,Hwy 66 from Kirkland Lake easterly to west of Hwy 624,Under construction,2022,"Resurfacing and fully paved shoulder on Hwy 66 from Hwy 672 to Hwy 624, Bridge rehabilitation of Misema River Bridge ","Bridge rehabilitation, Resurfacing, Paved shoulders",Timiskaming,Northeast,,,Highway 66,0,,Yes,,,,48.105769,-79.74298961
481,Roads and bridges,Transportation,Timiskaming District,East junction Hwy 560 Elk Lake to east of Hwy 562,Under construction,2022,Resurfacing,,Timiskaming,Northeast,,,,0,,Yes,,,,47.63866614,-79.99653913
482,Roads and bridges,Transportation,Timiskaming District,"Montreal River Bridges, west and east of Matachewan",Under construction,2022,"Bridge rehabilitation, Bridge replacement",,Timiskaming,Northeast,,,,0,,Yes,,,,48.00513,-80.74191
483,Roads and bridges,Transportation,Timmins,Highway 101 East,Complete,To Be Determined,Reconstruction of pavement on a 2 kms section of Highway 101 East from Bruce Avenue westerly,,Cochrane,Northeast,,,Highway 101,0,,Yes,,,,,
484,Roads and bridges,Transportation,Timmins,Highway 101 Reconstruction,Complete,Mar-19,Reconstruct Highway 101 and replace all light standards,,Cochrane,Northeast,,,Highway 101,0,,Yes,,,,48.48308,-81.2212
485,Roads and bridges,Transportation,Timmins,Reconstruction of Algonquin Boulevard,Complete,Mar-22,,,Cochrane,Northeast,,,101,3000000,,Yes,,,,48.476122,-81.343466
486,Roads and bridges,Transportation,Toronto,HOV Lanes on Highway 427,Complete,Oct-18,7 kms of HOV lanes from Highway 409 to Highway 407,,Toronto,Central,,,Highway 427,82812000,,Yes,,,,,
487,Roads and bridges,Transportation,Toronto,Highway 401 Eastbound Lanes Resurfacing from Rougemount Drive to Neilson Road,Under construction,Oct-23,Eastbound collector and express lanes resurfacing from Rougemount Drive to Neilson Road,,Toronto,Central,,,Highway 401,85347000,,Yes,,,,,
488,Roads and bridges,Transportation,Toronto,Highway 401 Westbound Lanes Resurfacing from Neilson Road to Warden Avenue,Under construction,Sep-24,Westbound collector and express lanes resurfacing from Neilson Road to Warden Avenue,,Toronto,Central,,,Highway 401,177985000,,Yes,,,,,
489,Roads and bridges,Transportation,Toronto,Highway 401/427 Interchange,Complete,Aug-19,"Resurfacing of 3.3 kms of northbound lanes from Fasken Dr./Campus Rd to Highway 401, 7 bridge rehabilitations",,Toronto,Central,,,Highway 427,0,,Yes,,,,43.671944,-79.582983
490,Roads and bridges,Transportation,Toronto,Highway 401 Off Ramp Realignment,Under construction,2022,Realignment of the Highway 401/Leslie St. eastbound off ramp and CN Rail overhead at Leslie St,,Toronto,Central,,,Highway 401,21739000,,Yes,,,,43.76765705,-79.33800075
491,Roads and bridges,Transportation,Toronto,Highway 401 Resurfacing,Complete,Jun-18,"Resurfacing 11.2 kms of Highway 401 from Bayview Avenue to Allen Road, westbound collector lanes,  and Warden Avenue to Highway 404, westbound express lanes.  Rehabilitation of 4 bridges",,Toronto,Central,,,Highway 401,0,,Yes,,,,43.766013,-79.373726
492,Roads and bridges,Transportation,Toronto,Highway 400 Resurfacing,Complete,Nov-18,"Resurfacing 1.5 kms of Highway 400 from Maple Leaf Road to 1.5 kilometers north of Highway 401, northbound lanes,  Finch Avenue to Highway 401  southbound lanes, rehabilitation of 5 bridges",,Toronto,Central,,,Highway 400,25895000,,Yes,,,,43.739156,-79.527241
493,Roads and bridges,Transportation,Toronto,Highway 401 Reconstruction,Complete,Jul-20,"Reconstruction of 4.1 kms of Highway 401 from Highway 401/Jane Street to Dufferin Street, eastbound collector lanes, Avenue Road Toronto.  Incudes rehabilitation of 6 bridges and new traffic signals",,Toronto,Central,,,Highway 401,44387000,,Yes,,,,43.7280616,-79.4578783
494,Roads and bridges,Transportation,Toronto,Hwy 401 improvements,Complete,Nov-19,Resurface Maple Leaf Rd. to 1.5 kilometers north of Hwy 401,,Toronto,Central,,,Hwy 400,0,,Yes,,,,43.71001989,-79.5013835
